words	frequency	left-entropy	right-entropy	combinality
准 	 883 	 4.615769 	 4.724655 	 0 	 
银 	 882 	 6.178758 	 1.589673 	 0 	 
第一 	 882 	 5.478932 	 5.580975 	 0 	 
它 	 880 	 4.120845 	 6.183827 	 0 	 
引 	 878 	 6.216397 	 4.181059 	 0 	 
同志 	 878 	 4.882759 	 6.072783 	 0 	 
识 	 877 	 2.457261 	 4.737557 	 0 	 
需 	 876 	 6.158940 	 2.277869 	 0 	 
八 	 876 	 5.381902 	 5.514510 	 0 	 
增长 	 871 	 4.959495 	 4.002094 	 0 	 
股 	 870 	 6.402282 	 3.558069 	 0 	 
英 	 870 	 6.065690 	 4.622201 	 0 	 
兴 	 869 	 5.819973 	 5.682790 	 0 	 
象 	 869 	 3.704774 	 4.522823 	 0 	 
连 	 867 	 6.271211 	 5.892344 	 0 	 
今天 	 866 	 5.578128 	 4.892389 	 0 	 
何 	 862 	 3.209595 	 7.223052 	 0 	 
直 	 860 	 5.322597 	 5.177620 	 0 	 
国的 	 858 	 3.759228 	 7.607195 	 0 	 
防 	 856 	 5.279535 	 5.590443 	 0 	 
况 	 854 	 1.297282 	 4.339630 	 0 	 
服务 	 853 	 6.545395 	 5.297119 	 0 	 
医 	 852 	 6.567779 	 3.516557 	 0 	 
九 	 852 	 4.560386 	 4.737073 	 0 	 
值 	 851 	 4.254804 	 5.120439 	 0 	 
加强 	 850 	 5.122155 	 6.260283 	 0 	 
采 	 849 	 6.482622 	 2.932042 	 0 	 
工程 	 848 	 6.353130 	 4.416064 	 0 	 
约 	 848 	 5.387532 	 5.314720 	 0 	 
花 	 844 	 6.863575 	 6.654393 	 0 	 
讯 	 841 	 1.880252 	 5.232621 	 0 	 
始 	 837 	 2.611097 	 5.795307 	 0 	 
送 	 834 	 6.669590 	 5.839434 	 0 	 
命 	 833 	 3.466520 	 5.775477 	 0 	 
案 	 828 	 5.655552 	 4.342187 	 0 	 
么 	 823 	 2.029450 	 6.595397 	 0 	 
巴 	 822 	 5.849833 	 5.486979 	 0 	 
环 	 821 	 6.419848 	 3.025391 	 0 	 
生活 	 821 	 5.697932 	 5.545577 	 0 	 
新的 	 818 	 5.814165 	 6.956510 	 0 	 
合作 	 818 	 5.535719 	 4.591857 	 0 	 
游 	 816 	 5.027253 	 5.743557 	 0 	 
切 	 815 	 4.112934 	 5.481499 	 0 	 
易 	 814 	 2.870970 	 6.833970 	 0 	 
民族 	 809 	 5.350733 	 5.913797 	 0 	 
范 	 809 	 4.287567 	 5.379478 	 0 	 
米 	 807 	 3.974890 	 4.990471 	 0 	 
人员 	 805 	 5.821582 	 6.338293 	 0 	 
武 	 803 	 6.214868 	 4.349935 	 0 	 
消 	 801 	 6.219870 	 3.639439 	 0 	 
客 	 800 	 5.653411 	 5.706074 	 0 	 
刘 	 798 	 3.621611 	 7.040943 	 0 	 
有关 	 797 	 6.305224 	 5.163282 	 0 	 
划 	 797 	 2.257830 	 5.036457 	 0 	 
了一 	 796 	 6.744916 	 5.446884 	 0 	 
致 	 796 	 5.235660 	 5.448765 	 0 	 
响 	 796 	 2.307267 	 4.690855 	 0 	 
农业 	 795 	 5.830815 	 5.629662 	 0 	 
青 	 792 	 6.435365 	 3.833470 	 0 	 
功 	 791 	 4.402777 	 4.643872 	 0 	 
球 	 790 	 4.725966 	 6.242309 	 0 	 
继 	 789 	 5.909882 	 2.211664 	 0 	 
则 	 789 	 4.786579 	 5.695593 	 0 	 
阿 	 783 	 5.069595 	 5.058255 	 0 	 
款 	 783 	 4.129495 	 5.194411 	 0 	 
速 	 782 	 4.103615 	 5.246160 	 0 	 
落 	 780 	 6.551163 	 3.759235 	 0 	 
段 	 779 	 3.447964 	 5.288630 	 0 	 
教育 	 776 	 6.404431 	 5.721946 	 0 	 
仅 	 776 	 3.366760 	 6.291761 	 0 	 
爱 	 772 	 6.228441 	 5.456011 	 0 	 
越 	 771 	 5.807043 	 5.696123 	 0 	 
空 	 770 	 6.007375 	 5.575113 	 0 	 
稳 	 770 	 5.695028 	 1.964814 	 0 	 
境 	 768 	 3.207254 	 5.135174 	 0 	 
科技 	 767 	 5.886219 	 6.263457 	 0 	 
模 	 767 	 3.770295 	 5.188102 	 0 	 
告 	 765 	 4.760516 	 5.093654 	 0 	 
士 	 762 	 4.145932 	 6.503376 	 0 	 
较 	 760 	 5.739204 	 5.294689 	 0 	 
备 	 759 	 3.626032 	 6.091929 	 0 	 
源 	 758 	 3.986261 	 5.408225 	 0 	 
石 	 755 	 6.414954 	 5.287330 	 0 	 
政治 	 754 	 5.262745 	 5.284038 	 0 	 
主要 	 754 	 5.036525 	 6.221924 	 0 	 
报道 	 753 	 6.908227 	 1.199784 	 0 	 
往 	 750 	 5.659406 	 6.636298 	 0 	 
同时 	 750 	 2.612756 	 3.999410 	 0 	 
获 	 749 	 6.582142 	 4.331897 	 0 	 
是一 	 748 	 6.364565 	 4.633913 	 0 	 
富 	 748 	 4.977092 	 5.309715 	 0 	 
厂 	 746 	 6.305677 	 5.771039 	 0 	 
负 	 746 	 6.264347 	 3.058475 	 0 	 
双 	 746 	 5.659208 	 4.333455 	 0 	 
热 	 745 	 6.256236 	 4.905384 	 0 	 
儿 	 744 	 6.327467 	 5.208756 	 0 	 
警 	 743 	 5.395308 	 6.069885 	 0 	 
历史 	 740 	 5.086588 	 5.894516 	 0 	 
钱 	 739 	 5.454511 	 4.622845 	 0 	 
通过 	 738 	 5.495684 	 7.205832 	 0 	 
包 	 732 	 5.895431 	 4.305174 	 0 	 
洲 	 731 	 2.506187 	 5.998271 	 0 	 
她 	 729 	 4.173561 	 6.482595 	 0 	 
讲 	 728 	 5.889165 	 4.476767 	 0 	 
访 	 726 	 5.497067 	 4.069563 	 0 	 
亲 	 726 	 5.419073 	 5.232809 	 0 	 
银行 	 725 	 5.702543 	 6.839858 	 0 	 
你 	 725 	 4.795253 	 6.207430 	 0 	 
断 	 725 	 2.646164 	 6.119509 	 0 	 
满 	 721 	 5.841284 	 5.360169 	 0 	 
解决 	 720 	 5.959442 	 6.120159 	 0 	 
评 	 720 	 5.690967 	 4.746620 	 0 	 
这一 	 719 	 5.117082 	 7.173055 	 0 	 
大的 	 718 	 4.467650 	 7.619541 	 0 	 
香 	 712 	 5.604473 	 1.714204 	 0 	 
年的 	 712 	 4.060928 	 6.992962 	 0 	 
要求 	 707 	 5.700158 	 5.411793 	 0 	 
委员 	 707 	 5.610375 	 2.404494 	 0 	 
可以 	 705 	 5.753490 	 7.172009 	 0 	 
业的 	 704 	 3.268032 	 7.022755 	 0 	 
表示 	 703 	 6.834463 	 4.484094 	 0 	 
产业 	 702 	 5.622717 	 4.886605 	 0 	 
素 	 702 	 5.074505 	 3.812862 	 0 	 
目前 	 702 	 3.143016 	 4.867846 	 0 	 
维 	 699 	 5.920725 	 4.861124 	 0 	 
护 	 699 	 2.733006 	 6.453632 	 0 	 
健 	 698 	 5.526451 	 3.987309 	 0 	 
代表 	 697 	 6.037424 	 5.400003 	 0 	 
积极 	 695 	 5.067886 	 5.502935 	 0 	 
声 	 693 	 6.334902 	 5.293617 	 0 	 
初 	 692 	 5.026068 	 5.184528 	 0 	 
宣 	 691 	 6.527586 	 2.217414 	 0 	 
实现 	 691 	 5.583592 	 6.009982 	 0 	 
照 	 691 	 4.555949 	 5.775224 	 0 	 
陈 	 689 	 3.569299 	 7.119707 	 0 	 
息 	 689 	 2.588606 	 5.167622 	 0 	 
政策 	 687 	 5.832169 	 4.260050 	 0 	 
希 	 687 	 5.326074 	 2.008845 	 0 	 
泽 	 687 	 2.376827 	 2.330617 	 0 	 
依 	 682 	 6.404805 	 3.774388 	 0 	 
千 	 679 	 5.634830 	 5.471930 	 0 	 
欧 	 679 	 5.296730 	 3.371764 	 0 	 
晚 	 679 	 5.291029 	 3.977023 	 0 	 
远 	 677 	 6.216265 	 5.909370 	 0 	 
投资 	 675 	 6.229167 	 5.396689 	 0 	 
艺术 	 675 	 5.821931 	 5.941303 	 0 	 
排 	 675 	 5.195665 	 6.154287 	 0 	 
类 	 675 	 4.384145 	 6.567925 	 0 	 
主席 	 673 	 3.940331 	 5.539934 	 0 	 
镇 	 671 	 4.645890 	 5.703797 	 0 	 
未 	 670 	 6.265277 	 5.625530 	 0 	 
农村 	 670 	 5.739816 	 6.176403 	 0 	 
成为 	 670 	 5.444844 	 7.129928 	 0 	 
震 	 669 	 3.267394 	 5.251569 	 0 	 
字 	 668 	 4.534090 	 5.878374 	 0 	 
友 	 667 	 5.003935 	 4.481753 	 0 	 
油 	 667 	 4.920712 	 5.996389 	 0 	 
俄 	 667 	 4.453070 	 4.478459 	 0 	 
低 	 666 	 5.427726 	 5.420181 	 0 	 
版 	 665 	 3.334928 	 5.017223 	 0 	 
国人 	 664 	 2.917179 	 3.402356 	 0 	 
举行 	 662 	 6.703842 	 4.130602 	 0 	 
红 	 662 	 6.461592 	 5.746483 	 0 	 
财 	 662 	 5.884893 	 3.079634 	 0 	 
经营 	 662 	 5.704885 	 5.503871 	 0 	 
一步 	 662 	 1.097043 	 5.750347 	 0 	 
认为 	 660 	 5.912319 	 3.005183 	 0 	 
联合 	 656 	 6.316875 	 4.187138 	 0 	 
份 	 655 	 3.088652 	 5.345572 	 0 	 
便 	 653 	 5.561409 	 6.794075 	 0 	 
文明 	 653 	 4.382781 	 4.694129 	 0 	 
良 	 652 	 5.741909 	 3.986067 	 0 	 
贸 	 652 	 4.478711 	 3.707889 	 0 	 
这些 	 652 	 4.238714 	 7.354122 	 0 	 
考 	 649 	 6.292106 	 4.164316 	 0 	 
均 	 649 	 4.037413 	 6.212782 	 0 	 
校 	 649 	 3.536107 	 5.949097 	 0 	 
货 	 648 	 5.703506 	 3.882979 	 0 	 
美元 	 647 	 2.610683 	 2.623314 	 0 	 
尼 	 645 	 4.879411 	 4.516813 	 0 	 
层 	 644 	 4.177028 	 5.765795 	 0 	 
失 	 641 	 5.445301 	 5.080655 	 0 	 
集团 	 636 	 6.078216 	 5.664043 	 0 	 
销 	 636 	 5.894258 	 4.702490 	 0 	 
农民 	 636 	 5.597981 	 6.596270 	 0 	 
就是 	 636 	 5.194840 	 7.060865 	 0 	 
师 	 636 	 4.496358 	 6.499207 	 0 	 
检 	 635 	 5.748412 	 2.812526 	 0 	 
土 	 634 	 6.022984 	 4.804089 	 0 	 
科学 	 634 	 5.677588 	 5.023727 	 0 	 
让 	 634 	 5.349397 	 6.271837 	 0 	 
须 	 633 	 1.103577 	 7.071749 	 0 	 
的发 	 632 	 5.991780 	 1.111249 	 0 	 
人的 	 631 	 6.762740 	 7.915588 	 0 	 
水平 	 630 	 5.653976 	 3.701799 	 0 	 
这个 	 630 	 4.934158 	 7.222226 	 0 	 
年来 	 630 	 3.259192 	 3.983512 	 0 	 
存 	 629 	 6.540177 	 3.908798 	 0 	 
监 	 629 	 5.975106 	 2.661855 	 0 	 
善 	 628 	 3.154127 	 6.018784 	 0 	 
单位 	 625 	 5.951346 	 5.909758 	 0 	 
抓 	 625 	 5.669773 	 4.825537 	 0 	 
律 	 625 	 3.047561 	 4.873859 	 0 	 
显 	 623 	 4.908776 	 4.728413 	 0 	 
居 	 622 	 6.318641 	 4.171113 	 0 	 
核 	 621 	 5.146076 	 3.940671 	 0 	 
救 	 620 	 6.202331 	 3.910376 	 0 	 
突 	 620 	 5.662579 	 2.977670 	 0 	 
届 	 620 	 3.918085 	 5.331240 	 0 	 
波 	 619 	 6.183526 	 5.361299 	 0 	 
边 	 619 	 6.071384 	 6.344188 	 0 	 
复 	 616 	 5.195055 	 6.072476 	 0 	 
占 	 615 	 5.982501 	 5.465126 	 0 	 
足 	 615 	 5.133114 	 5.439847 	 0 	 
情况 	 615 	 4.964976 	 3.805069 	 0 	 
装 	 614 	 5.613654 	 5.976161 	 0 	 
荣 	 613 	 5.308855 	 5.391251 	 0 	 
人们 	 612 	 4.669617 	 6.546291 	 0 	 
建立 	 611 	 5.694190 	 5.730616 	 0 	 
验 	 611 	 3.047366 	 4.279494 	 0 	 
一年 	 610 	 4.408665 	 4.453656 	 0 	 
们的 	 609 	 2.766334 	 7.799099 	 0 	 
基础 	 606 	 4.818289 	 3.641682 	 0 	 
按 	 605 	 5.168794 	 4.498123 	 0 	 
扶 	 603 	 6.172092 	 2.140677 	 0 	 
促 	 603 	 4.515406 	 1.799746 	 0 	 
提出 	 601 	 6.427602 	 4.558430 	 0 	 
思想 	 601 	 5.010156 	 4.870443 	 0 	 
夫 	 598 	 5.770249 	 5.659468 	 0 	 
斗 	 598 	 4.465391 	 3.481964 	 0 	 
理论 	 598 	 4.265430 	 4.811584 	 0 	 
的人 	 596 	 7.705449 	 5.421562 	 0 	 
摄 	 596 	 6.846883 	 2.098873 	 0 	 
容 	 595 	 3.814552 	 5.054261 	 0 	 
紧 	 593 	 6.039422 	 4.665092 	 0 	 
习 	 593 	 2.042730 	 5.320530 	 0 	 
余 	 592 	 4.140079 	 6.032658 	 0 	 
欢 	 591 	 5.618003 	 3.986167 	 0 	 
养 	 591 	 4.969165 	 5.858974 	 0 	 
普 	 590 	 6.406265 	 4.070972 	 0 	 
培 	 590 	 6.157996 	 2.390612 	 0 	 
万元 	 590 	 1.893495 	 2.793621 	 0 	 
献 	 588 	 3.611161 	 3.896647 	 0 	 
黄 	 587 	 4.989871 	 6.133464 	 0 	 
出了 	 587 	 4.746461 	 6.490580 	 0 	 
岗 	 587 	 3.678572 	 3.896696 	 0 	 
古 	 586 	 5.118524 	 6.052535 	 0 	 
站 	 585 	 5.883510 	 5.592699 	 0 	 
减 	 584 	 6.212711 	 3.930097 	 0 	 
取得 	 584 	 5.792767 	 4.478752 	 0 	 
迎 	 584 	 4.762440 	 4.166803 	 0 	 
官 	 583 	 6.229169 	 4.262610 	 0 	 
铁 	 582 	 5.774577 	 4.313166 	 0 	 
注 	 579 	 4.980000 	 3.984314 	 0 	 
域 	 577 	 2.078094 	 4.867128 	 0 	 
围 	 576 	 4.287285 	 4.785186 	 0 	 
作为 	 575 	 5.805549 	 6.881091 	 0 	 
即 	 574 	 3.832678 	 6.071322 	 0 	 
白 	 573 	 5.741275 	 6.461145 	 0 	 
的重 	 571 	 7.187243 	 2.155041 	 0 	 
随 	 571 	 4.770798 	 4.207164 	 0 	 
器 	 571 	 4.683541 	 4.816687 	 0 	 
兵 	 571 	 4.618636 	 6.007672 	 0 	 
制度 	 570 	 6.229519 	 3.633668 	 0 	 
今年 	 570 	 4.042542 	 5.519813 	 0 	 
继续 	 567 	 5.578020 	 6.302637 	 0 	 
汇 	 566 	 5.322232 	 4.283003 	 0 	 
飞 	 565 	 6.770295 	 4.850111 	 0 	 
旅 	 565 	 5.970718 	 2.706947 	 0 	 
雪 	 565 	 5.576573 	 5.750547 	 0 	 
太 	 564 	 5.952774 	 5.362902 	 0 	 
限 	 563 	 3.785395 	 3.838034 	 0 	 
票 	 562 	 4.663589 	 5.342805 	 0 	 
香港 	 561 	 4.898291 	 5.750290 	 0 	 
必须 	 560 	 4.606546 	 6.893986 	 0 	 
闻 	 560 	 1.982187 	 4.969153 	 0 	 
稳定 	 559 	 5.403501 	 4.322512 	 0 	 
充 	 556 	 5.807142 	 2.847857 	 0 	 
奖 	 555 	 5.944940 	 4.654153 	 0 	 
执 	 554 	 6.666288 	 2.938304 	 0 	 
困难 	 554 	 6.063093 	 3.637195 	 0 	 
参加 	 553 	 6.348013 	 5.654714 	 0 	 
劳 	 553 	 6.200940 	 2.551943 	 0 	 
尽 	 553 	 5.116530 	 4.040005 	 0 	 
开始 	 552 	 6.342728 	 6.140586 	 0 	 
开发 	 552 	 6.006952 	 5.997082 	 0 	 
福 	 552 	 5.536415 	 5.001629 	 0 	 
影响 	 552 	 4.955191 	 4.453362 	 0 	 
破 	 552 	 4.280726 	 4.485218 	 0 	 
预 	 551 	 5.820994 	 4.266064 	 0 	 
景 	 551 	 4.996818 	 5.229719 	 0 	 
温 	 550 	 4.947351 	 4.828674 	 0 	 
食 	 549 	 4.991729 	 4.522116 	 0 	 
基本 	 547 	 4.814962 	 6.033360 	 0 	 
云 	 545 	 5.944435 	 5.304587 	 0 	 
体育 	 544 	 5.813977 	 5.821016 	 0 	 
六 	 543 	 5.261143 	 5.496016 	 0 	 
现代 	 543 	 5.211174 	 3.565068 	 0 	 
坚持 	 541 	 4.168117 	 6.122463 	 0 	 
承 	 540 	 6.264053 	 4.330998 	 0 	 
愿 	 540 	 4.506578 	 4.933720 	 0 	 
岁 	 540 	 3.251551 	 3.914974 	 0 	 
察 	 540 	 2.893189 	 4.944359 	 0 	 
税 	 538 	 5.884661 	 4.855385 	 0 	 
十五 	 538 	 4.267272 	 2.170798 	 0 	 
措 	 536 	 5.369196 	 1.302368 	 0 	 
阳 	 536 	 5.165961 	 5.510711 	 0 	 
略 	 534 	 2.171231 	 5.324555 	 0 	 
一种 	 533 	 4.451527 	 7.682099 	 0 	 
临 	 532 	 4.761635 	 5.300595 	 0 	 
却 	 531 	 5.848775 	 6.913674 	 0 	 
作用 	 531 	 4.617898 	 1.824610 	 0 	 
态 	 531 	 4.321312 	 4.304858 	 0 	 
努力 	 531 	 4.319725 	 4.614558 	 0 	 
资金 	 530 	 6.395483 	 4.918407 	 0 	 
价格 	 530 	 5.742553 	 6.052748 	 0 	 
降 	 530 	 5.116673 	 4.171331 	 0 	 
除 	 530 	 4.388502 	 5.668717 	 0 	 
需要 	 529 	 5.595256 	 6.180758 	 0 	 
有的 	 529 	 3.641986 	 7.277947 	 0 	 
菜 	 528 	 4.125251 	 4.178192 	 0 	 
特别 	 528 	 4.066729 	 3.459780 	 0 	 
危 	 527 	 4.798782 	 2.243562 	 0 	 
庆 	 526 	 5.078157 	 5.818936 	 0 	 
开展 	 525 	 6.035281 	 5.967253 	 0 	 
配 	 524 	 5.143988 	 4.996545 	 0 	 
挥 	 524 	 1.686085 	 6.455829 	 0 	 
到了 	 523 	 5.365362 	 7.288884 	 0 	 
宁 	 523 	 4.570316 	 5.658413 	 0 	 
计划 	 522 	 6.579325 	 4.408014 	 0 	 
国有 	 522 	 5.900266 	 3.852996 	 0 	 
贫困 	 522 	 5.778245 	 4.350330 	 0 	 
结构 	 522 	 5.097478 	 4.104100 	 0 	 
喜 	 520 	 6.295569 	 5.249246 	 0 	 
上海 	 520 	 3.856917 	 5.860406 	 0 	 
书记 	 519 	 3.235948 	 5.164569 	 0 	 
中的 	 518 	 6.879648 	 6.849732 	 0 	 
上的 	 518 	 6.301546 	 7.742711 	 0 	 
有一 	 518 	 5.471298 	 4.780429 	 0 	 
来的 	 518 	 4.762969 	 6.620268 	 0 	 
售 	 518 	 3.213397 	 5.842725 	 0 	 
提供 	 515 	 6.553635 	 5.436054 	 0 	 
念 	 515 	 2.862266 	 5.084083 	 0 	 
机关 	 514 	 5.241809 	 5.769554 	 0 	 
许多 	 514 	 3.920032 	 7.012757 	 0 	 
岸 	 513 	 1.925180 	 4.962042 	 0 	 
项目 	 512 	 6.054443 	 4.840915 	 0 	 
且 	 511 	 1.636979 	 6.975295 	 0 	 
田 	 510 	 5.104334 	 6.317441 	 0 	 
读 	 509 	 6.269147 	 3.561625 	 0 	 
帮 	 509 	 5.698291 	 2.562577 	 0 	 
部分 	 509 	 4.801964 	 6.195146 	 0 	 
希望 	 508 	 4.760040 	 6.227192 	 0 	 
网 	 507 	 5.760744 	 4.721568 	 0 	 
班 	 507 	 5.395521 	 4.650666 	 0 	 
世纪 	 507 	 3.279001 	 4.602484 	 0 	 
写 	 506 	 6.410216 	 5.582482 	 0 	 
指出 	 505 	 5.892569 	 1.188148 	 0 	 
党的 	 505 	 5.464933 	 4.324856 	 0 	 
龙 	 504 	 5.568593 	 5.655093 	 0 	 
事业 	 503 	 5.565993 	 4.670136 	 0 	 
日本 	 503 	 4.350286 	 6.405887 	 0 	 
险 	 503 	 3.231919 	 5.277244 	 0 	 
曾 	 502 	 5.641610 	 6.361798 	 0 	 
离 	 501 	 5.765628 	 5.501199 	 0 	 
币 	 501 	 2.237444 	 5.277246 	 0 	 
的大 	 500 	 7.720350 	 6.532431 	 0 	 
终 	 498 	 4.282498 	 5.860803 	 0 	 
音 	 497 	 6.231675 	 3.236022 	 0 	 
两国 	 497 	 5.468929 	 5.179258 	 0 	 
早 	 495 	 5.793623 	 5.498634 	 0 	 
伟 	 495 	 5.380603 	 3.789948 	 0 	 
在这 	 495 	 4.345400 	 3.923222 	 0 	 
和平 	 494 	 4.910684 	 4.188102 	 0 	 
总理 	 494 	 4.171475 	 5.687504 	 0 	 
言 	 492 	 4.706572 	 4.723661 	 0 	 
一次 	 492 	 4.575593 	 6.116794 	 0 	 
不能 	 491 	 5.528243 	 7.256113 	 0 	 
的经 	 490 	 6.659100 	 1.966241 	 0 	 
丰 	 489 	 6.237667 	 3.529732 	 0 	 
称 	 489 	 6.019563 	 4.934336 	 0 	 
属 	 489 	 5.438250 	 5.944373 	 0 	 
以来 	 489 	 4.972760 	 2.982830 	 0 	 
这种 	 489 	 4.320700 	 7.368964 	 0 	 
歌 	 488 	 6.052211 	 4.660594 	 0 	 
决定 	 486 	 6.003723 	 5.661297 	 0 	 
电视 	 486 	 5.266489 	 4.633604 	 0 	 
舞 	 486 	 5.120358 	 4.393179 	 0 	 
这样 	 486 	 4.978440 	 3.972173 	 0 	 
由于 	 486 	 1.932818 	 7.474917 	 0 	 
卫 	 484 	 6.138246 	 3.700427 	 0 	 
共同 	 484 	 5.422257 	 5.813845 	 0 	 
虎 	 484 	 5.289493 	 4.516085 	 0 	 
驻 	 484 	 5.066033 	 5.745554 	 0 	 
火 	 483 	 6.487240 	 5.563899 	 0 	 
担 	 483 	 4.787360 	 4.865471 	 0 	 
作的 	 482 	 1.793378 	 6.986074 	 0 	 
额 	 481 	 4.480947 	 5.616334 	 0 	 
康 	 481 	 2.915200 	 4.952737 	 0 	 
的是 	 480 	 6.474550 	 5.991241 	 0 	 
请 	 477 	 4.634080 	 6.371468 	 0 	 
总统 	 476 	 5.273737 	 6.315967 	 0 	 
苦 	 476 	 4.532847 	 5.225772 	 0 	 
底 	 475 	 3.794137 	 5.251782 	 0 	 
不断 	 474 	 5.893710 	 5.521173 	 0 	 
升 	 474 	 4.975079 	 4.499356 	 0 	 
号 	 474 	 4.902000 	 4.810941 	 0 	 
的新 	 473 	 7.325348 	 6.305098 	 0 	 
待 	 473 	 4.198445 	 5.773353 	 0 	 
独 	 472 	 6.249636 	 4.151415 	 0 	 
统一 	 472 	 4.928503 	 4.978047 	 0 	 
第二 	 472 	 4.762035 	 4.861953 	 0 	 
控 	 471 	 5.415227 	 3.621784 	 0 	 
购 	 470 	 5.907280 	 4.998887 	 0 	 
药 	 470 	 5.512591 	 5.602246 	 0 	 
实际 	 470 	 4.865191 	 4.445848 	 0 	 
料 	 469 	 3.941258 	 4.973989 	 0 	 
苏 	 468 	 3.990415 	 5.688153 	 0 	 
像 	 467 	 5.597185 	 6.718625 	 0 	 
现在 	 467 	 3.200074 	 6.213726 	 0 	 
时间 	 466 	 5.030907 	 4.827495 	 0 	 
七 	 466 	 4.939176 	 5.131014 	 0 	 
地方 	 466 	 4.893863 	 5.700374 	 0 	 
出的 	 465 	 4.400036 	 6.404751 	 0 	 
顿 	 465 	 2.975136 	 5.803754 	 0 	 
病 	 464 	 6.198464 	 5.523388 	 0 	 
竞 	 464 	 5.585589 	 1.659149 	 0 	 
邓 	 464 	 4.228492 	 1.294266 	 0 	 
兰 	 463 	 5.083615 	 5.927695 	 0 	 
藏 	 463 	 4.379805 	 5.376760 	 0 	 
令 	 462 	 5.496933 	 4.316223 	 0 	 
眼 	 461 	 5.680834 	 5.192647 	 0 	 
半 	 461 	 5.390301 	 5.037512 	 0 	 
已经 	 460 	 6.949179 	 6.947578 	 0 	 
派 	 460 	 6.110579 	 5.053248 	 0 	 
祖 	 460 	 5.722926 	 2.231771 	 0 	 
支持 	 460 	 5.356801 	 4.998676 	 0 	 
家的 	 460 	 3.062686 	 7.391547 	 0 	 
增加 	 459 	 5.911964 	 4.663999 	 0 	 
航 	 458 	 5.931485 	 4.416970 	 0 	 
哈 	 458 	 4.843111 	 5.380082 	 0 	 
章 	 458 	 4.474199 	 5.226865 	 0 	 
算 	 458 	 4.186149 	 5.489536 	 0 	 
湾 	 458 	 1.657324 	 5.262695 	 0 	 
部长 	 457 	 4.044097 	 6.135403 	 0 	 
全面 	 456 	 5.310569 	 5.593038 	 0 	 
促进 	 456 	 3.913756 	 5.717786 	 0 	 
置 	 456 	 3.711524 	 5.153596 	 0 	 
以及 	 455 	 6.256602 	 7.312688 	 0 	 
城市 	 453 	 5.749846 	 6.362278 	 0 	 
吃 	 452 	 6.533342 	 5.771814 	 0 	 
开放 	 452 	 3.288350 	 4.588405 	 0 	 
超 	 450 	 6.448254 	 4.077712 	 0 	 
春节 	 450 	 4.474362 	 4.680209 	 0 	 
形成 	 449 	 5.161122 	 5.269705 	 0 	 
买 	 448 	 5.597722 	 6.008463 	 0 	 
胜 	 448 	 5.424970 	 5.143385 	 0 	 
针 	 448 	 3.198523 	 3.215208 	 0 	 
实施 	 447 	 5.929872 	 5.420893 	 0 	 
行的 	 447 	 3.526876 	 6.711260 	 0 	 
国内 	 446 	 5.850296 	 5.519590 	 0 	 
自治 	 446 	 3.856517 	 2.873486 	 0 	 
江泽民 	 446 	 2.993943 	 3.702817 	 0.0008729490971200288 	 
其中 	 446 	 1.005364 	 5.560595 	 0 	 
中心 	 445 	 5.815710 	 4.941676 	 0 	 
规定 	 445 	 5.549806 	 3.807963 	 0 	 
条件 	 444 	 5.599014 	 3.842011 	 0 	 
训 	 444 	 3.309673 	 4.187703 	 0 	 
工业 	 441 	 6.374023 	 6.059952 	 0 	 
学习 	 441 	 6.079139 	 5.199987 	 0 	 
印 	 441 	 5.259790 	 4.141346 	 0 	 
塔 	 441 	 4.930450 	 5.255227 	 0 	 
好的 	 441 	 4.401244 	 7.076831 	 0 	 
发生 	 439 	 6.837049 	 5.262191 	 0 	 
出现 	 438 	 6.401051 	 5.149293 	 0 	 
环境 	 437 	 5.969698 	 4.747621 	 0 	 
介 	 437 	 5.881308 	 2.264278 	 0 	 
调整 	 437 	 4.788393 	 4.837063 	 0 	 
树 	 435 	 5.979291 	 5.239779 	 0 	 
互 	 435 	 4.291493 	 5.177450 	 0 	 
扩 	 433 	 5.853569 	 2.079011 	 0 	 
阶 	 433 	 5.484808 	 1.551506 	 0 	 
星 	 433 	 5.394374 	 6.019436 	 0 	 
成了 	 433 	 4.861510 	 6.905091 	 0 	 
实行 	 431 	 5.536658 	 6.728042 	 0 	 
汉 	 431 	 4.830913 	 5.658793 	 0 	 
适 	 430 	 5.937652 	 2.899211 	 0 	 
采取 	 430 	 5.592127 	 5.679235 	 0 	 
画 	 429 	 5.856731 	 5.327304 	 0 	 
措施 	 429 	 5.407646 	 2.951215 	 0 	 
收入 	 429 	 5.313245 	 5.139895 	 0 	 
击 	 429 	 3.888724 	 5.828676 	 0 	 
留 	 427 	 6.108810 	 4.744976 	 0 	 
起来 	 427 	 5.558514 	 2.323677 	 0 	 
质量 	 427 	 5.349259 	 5.057286 	 0 	 
的基 	 426 	 6.843599 	 1.572047 	 0 	 
新闻 	 426 	 5.629424 	 4.497871 	 0 	 
传统 	 426 	 5.216966 	 5.005920 	 0 	 
刚 	 426 	 5.147928 	 5.076179 	 0 	 
附 	 426 	 2.235514 	 1.824165 	 0 	 
密 	 425 	 5.441203 	 4.649640 	 0 	 
区的 	 424 	 3.080546 	 7.130679 	 0 	 
仍 	 422 	 6.328623 	 4.879878 	 0 	 
修 	 422 	 6.307003 	 5.141117 	 0 	 
不是 	 422 	 5.570433 	 7.156069 	 0 	 
探 	 421 	 5.196043 	 3.831448 	 0 	 
